Location: [38.02807959], [78.67165587]		Wealth: 92281.95799944251	SA: [0.4568317]		Phone Type: Apple
Location: [38.24643701], [79.27455162]		Wealth: 64166.82780940694	SA: [0.00968653]		Phone Type: Android
Location: [37.75650863], [78.89269756]		Wealth: 81785.29090045956	SA: [0.45489191]		Phone Type: Android
Location: [37.78026272], [79.22705754]		Wealth: 146194.28724242476	SA: [0.74906902]		Phone Type: Apple
Location: [37.9833449], [79.56130033]		Wealth: 112621.79432167058	SA: [0.63537864]		Phone Type: Android
Location: [38.0999835], [79.37686267]		Wealth: 65487.60942154929	SA: [0.56320406]		Phone Type: Android
Location: [38.00736316], [78.70923714]		Wealth: 70068.0619681886	SA: [0.03265313]		Phone Type: Android
Location: [37.61995348], [79.5311746]		Wealth: 112633.1557528668	SA: [0.52994215]		Phone Type: Android
Location: [38.28167062], [78.97824744]		Wealth: 92768.72979976228	SA: [0.2090159]		Phone Type: Android
Location: [38.19269548], [79.49322056]		Wealth: 123990.67693160794	SA: [0.19791473]		Phone Type: Apple
Location: [38.1893008], [79.33715029]		Wealth: 106685.15549552295	SA: [0.60694343]		Phone Type: Android
Location: [37.63215818], [78.84518986]		Wealth: 120598.02172879453	SA: [0.45458529]		Phone Type: Apple
Location: [38.30189241], [79.18147659]		Wealth: 127182.09713197856	SA: [0.69166539]		Phone Type: Android
Location: [38.40431341], [79.01767307]		Wealth: 99201.92029422271	SA: [0.6439695]		Phone Type: Android
Location: [38.2787256], [79.64613911]		Wealth: 103114.97796129619	SA: [0.16132611]		Phone Type: Android
Location: [38.0331761], [79.11794628]		Wealth: 110493.3985391733	SA: [0.97876355]		Phone Type: Android
Location: [37.83152923], [78.82982908]		Wealth: 104183.79471573865	SA: [0.54584297]		Phone Type: Android
Location: [37.91767292], [78.90811661]		Wealth: 89295.4754706625	SA: [0.65653322]		Phone Type: Android
Location: [37.6640146], [79.0715384]		Wealth: 115755.22713230118	SA: [0.42410609]		Phone Type: Apple
Location: [38.38081189], [79.37688188]		Wealth: 92129.15231103741	SA: [0.31071145]		Phone Type: Apple
Location: [38.02172548], [79.6099309]		Wealth: 103893.93805961928	SA: [0.53857429]		Phone Type: Apple
Location: [38.35052415], [78.72182255]		Wealth: 112267.1655907975	SA: [0.00980885]		Phone Type: Android
Location: [37.68762895], [78.91068521]		Wealth: 59009.863383914315	SA: [0.76533052]		Phone Type: Apple
Location: [38.09068592], [78.89315186]		Wealth: 97429.24982360147	SA: [0.27619448]		Phone Type: Apple
Location: [37.4458624], [79.43748726]		Wealth: 94364.55663157524	SA: [0.21147994]		Phone Type: Android
Location: [37.64468441], [79.30481134]		Wealth: 78415.58918858666	SA: [0.06467314]		Phone Type: Android
Location: [37.76634074], [79.03813156]		Wealth: 104666.76412546336	SA: [0.72011506]		Phone Type: Android
Location: [37.75977135], [79.22235143]		Wealth: 84721.38227554181	SA: [0.74679282]		Phone Type: Apple
Location: [37.73320454], [79.45017406]		Wealth: 106418.0743031875	SA: [0.81484631]		Phone Type: Apple
Location: [38.22818816], [79.45296833]		Wealth: 102367.90191931119	SA: [0.09891072]		Phone Type: Apple
Location: [38.40776633], [79.55017885]		Wealth: 109248.65449797882	SA: [0.60966335]		Phone Type: Apple
Location: [37.50128284], [78.68804961]		Wealth: 110079.38449003061	SA: [0.11268427]		Phone Type: Android
Location: [37.82983368], [78.97473057]		Wealth: 90846.9203244867	SA: [0.27605103]		Phone Type: Android
Location: [37.48607897], [79.48691604]		Wealth: 107372.52529338049	SA: [0.00902185]		Phone Type: Android
Location: [37.83821869], [78.73427509]		Wealth: 99966.69566296061	SA: [0.58267374]		Phone Type: Android
Location: [37.9532684], [79.39020213]		Wealth: 67538.80437782082	SA: [0.55775049]		Phone Type: Apple
Location: [37.81596489], [78.69442498]		Wealth: 110166.28057389735	SA: [0.41940979]		Phone Type: Android
Location: [37.67483671], [78.87615665]		Wealth: 105304.10715957508	SA: [0.11401182]		Phone Type: Apple
Location: [37.86870614], [79.60973235]		Wealth: 73941.28510732819	SA: [0.18741958]		Phone Type: Apple
Location: [37.59543788], [79.62386251]		Wealth: 129415.67523123581	SA: [0.32175549]		Phone Type: Android
Location: [38.26355608], [79.08789082]		Wealth: 122514.43355823602	SA: [0.46278122]		Phone Type: Apple
Location: [38.29986993], [79.34931113]		Wealth: 99733.72367145243	SA: [0.86011172]		Phone Type: Android
Location: [37.74061059], [78.98414235]		Wealth: 112608.99139818046	SA: [0.52506409]		Phone Type: Android
Location: [37.91732773], [78.93944467]		Wealth: 95633.73643336687	SA: [0.39944237]		Phone Type: Apple
Location: [38.19155199], [78.7602636]		Wealth: 123940.1592848812	SA: [0.88556236]		Phone Type: Apple
Location: [38.07463387], [78.65802213]		Wealth: 107507.44772623037	SA: [0.13375209]		Phone Type: Android
Location: [38.06499591], [78.88023046]		Wealth: 102525.17127778892	SA: [0.74124843]		Phone Type: Android
Location: [37.51063618], [79.59662847]		Wealth: 93906.99525294069	SA: [0.50726622]		Phone Type: Apple
Location: [37.70608135], [79.55751032]		Wealth: 104259.96206711799	SA: [0.42018377]		Phone Type: Apple
Location: [37.47051588], [78.99509786]		Wealth: 101982.02843071353	SA: [0.31149944]		Phone Type: Apple
Location: [38.32482943], [79.14082794]		Wealth: 111283.50606352343	SA: [0.09355085]		Phone Type: Apple
Location: [37.65717352], [78.8663013]		Wealth: 81865.62355799737	SA: [0.51904078]		Phone Type: Android
Location: [38.27851231], [79.16696771]		Wealth: 120183.61182247152	SA: [0.92172298]		Phone Type: Android
Location: [37.44134575], [79.17039323]		Wealth: 81272.06077423887	SA: [0.50151237]		Phone Type: Android
Location: [37.97357193], [79.64599758]		Wealth: 109891.83258942199	SA: [0.27345347]		Phone Type: Android
Location: [38.21004452], [78.82862249]		Wealth: 74805.77810866041	SA: [0.64501415]		Phone Type: Apple
Location: [38.36806763], [79.58647589]		Wealth: 102843.2250109241	SA: [0.75893244]		Phone Type: Apple
Location: [38.41086957], [79.55462365]		Wealth: 107501.86780054375	SA: [0.12493619]		Phone Type: Apple
Location: [37.53721646], [79.58905122]		Wealth: 81334.1083902326	SA: [0.20832094]		Phone Type: Android
Location: [38.35493267], [79.25885668]		Wealth: 98399.21401922444	SA: [0.9876428]		Phone Type: Apple
Location: [38.37631171], [78.84313055]		Wealth: 106432.46741963524	SA: [0.11227757]		Phone Type: Apple
Location: [38.11234627], [79.20783366]		Wealth: 90531.32813163598	SA: [0.49258972]		Phone Type: Android
Location: [38.23146319], [79.29966892]		Wealth: 118297.98708136132	SA: [0.71351945]		Phone Type: Apple
Location: [38.15277524], [79.22007903]		Wealth: 96745.89032300159	SA: [0.89395392]		Phone Type: Apple
Location: [37.490794], [79.03131031]		Wealth: 91644.8870031646	SA: [0.17459699]		Phone Type: Android
Location: [38.41877329], [79.24354902]		Wealth: 130212.61070735336	SA: [0.40028245]		Phone Type: Apple
Location: [38.1770509], [79.04328662]		Wealth: 126203.1402615164	SA: [0.15066363]		Phone Type: Android
Location: [38.20409675], [78.97087808]		Wealth: 134711.49186813517	SA: [0.9193651]		Phone Type: Apple
Location: [37.82352228], [79.48290479]		Wealth: 106388.7206480709	SA: [0.44584621]		Phone Type: Android
Location: [37.57280514], [79.11707943]		Wealth: 129014.9027400394	SA: [0.11296079]		Phone Type: Android
Location: [38.41448723], [78.80235154]		Wealth: 115428.90409304254	SA: [0.47337437]		Phone Type: Apple
Location: [37.5672485], [78.81561017]		Wealth: 82074.67727316136	SA: [0.1005643]		Phone Type: Android
Location: [37.49380718], [79.37404234]		Wealth: 98116.41231537014	SA: [0.18533494]		Phone Type: Apple
Location: [38.0227996], [78.91507212]		Wealth: 77933.3451085766	SA: [0.75474241]		Phone Type: Apple
Location: [37.85463697], [79.64229412]		Wealth: 98128.86262484174	SA: [0.28765085]		Phone Type: Apple
Location: [37.9912388], [79.61039178]		Wealth: 76676.80830453189	SA: [0.09710168]		Phone Type: Android
Location: [38.34111051], [79.44050238]		Wealth: 112398.09683985142	SA: [0.89890536]		Phone Type: Apple
Location: [38.20484635], [78.89503579]		Wealth: 95099.42957406641	SA: [0.60277108]		Phone Type: Android
Location: [37.86884335], [78.91987697]		Wealth: 113310.22742283379	SA: [0.12308333]		Phone Type: Android
Location: [37.46168379], [79.64332351]		Wealth: 132206.19658437237	SA: [0.62983102]		Phone Type: Apple
Location: [37.57529647], [79.05413636]		Wealth: 125697.28917583529	SA: [0.33436526]		Phone Type: Apple
Location: [38.11909742], [78.7660887]		Wealth: 119063.8874954581	SA: [0.35289793]		Phone Type: Apple
Location: [37.50560088], [79.07950346]		Wealth: 116779.85356279426	SA: [0.019817]		Phone Type: Android
Location: [38.03591113], [79.1088989]		Wealth: 101557.78355704561	SA: [0.81716948]		Phone Type: Apple
Location: [37.84655733], [79.4364795]		Wealth: 129354.89687376928	SA: [0.63527255]		Phone Type: Apple
Location: [37.53443137], [79.01317638]		Wealth: 77240.04339244295	SA: [0.54651131]		Phone Type: Apple
Location: [37.45967727], [79.39265313]		Wealth: 116395.3093608591	SA: [0.63762261]		Phone Type: Android
Location: [38.32807991], [79.39276339]		Wealth: 99491.96628449098	SA: [0.40925209]		Phone Type: Apple
Location: [37.75532751], [79.43057232]		Wealth: 98526.62990041696	SA: [0.17051074]		Phone Type: Android
Location: [37.76884698], [79.47002053]		Wealth: 115522.71428321264	SA: [0.14879067]		Phone Type: Apple
Location: [37.52547925], [79.53672213]		Wealth: 86442.74335003286	SA: [0.44224904]		Phone Type: Android
Location: [37.52735584], [79.24945233]		Wealth: 108440.84702998059	SA: [0.47529333]		Phone Type: Apple
Location: [37.95495065], [79.59442607]		Wealth: 136137.64703986747	SA: [0.8322768]		Phone Type: Apple
Location: [37.58071885], [79.62239318]		Wealth: 64448.39463499019	SA: [0.28051851]		Phone Type: Android
Location: [37.4578643], [79.63267074]		Wealth: 75056.86582983546	SA: [0.8953159]		Phone Type: Android
Location: [37.8528959], [79.30014792]		Wealth: 120989.29519130703	SA: [0.29768252]		Phone Type: Android
Location: [38.38347172], [78.79948094]		Wealth: 82489.43574454408	SA: [0.72514882]		Phone Type: Android
Location: [37.75447902], [79.00602083]		Wealth: 107479.21290111344	SA: [0.58615075]		Phone Type: Android
Location: [37.78041737], [78.93118295]		Wealth: 92280.08812554256	SA: [0.72218459]		Phone Type: Android
Location: [38.10742446], [79.47008035]		Wealth: 93907.15809870952	SA: [0.79036802]		Phone Type: Apple
Location: [38.21982308], [78.84385814]		Wealth: 130288.53088425376	SA: [0.64640058]		Phone Type: Android
Location: [37.67437858], [79.49521718]		Wealth: 139533.86140135708	SA: [0.26638921]		Phone Type: Android
Location: [38.32038813], [79.11658835]		Wealth: 87222.53760211598	SA: [0.65843914]		Phone Type: Apple
Location: [37.49573439], [79.58218102]		Wealth: 96846.85482403444	SA: [0.06114516]		Phone Type: Android
Location: [38.25074504], [79.53480436]		Wealth: 95980.05798505305	SA: [0.72520519]		Phone Type: Apple
Location: [38.18402484], [78.74556979]		Wealth: 100201.63923498578	SA: [0.01244378]		Phone Type: Android
Location: [38.19887523], [78.94092344]		Wealth: 104704.07638398795	SA: [0.72629066]		Phone Type: Apple
Location: [38.42728716], [79.20962789]		Wealth: 92365.91838361943	SA: [0.94163771]		Phone Type: Android
Location: [37.88801796], [79.585328]		Wealth: 103030.11579173389	SA: [0.02812805]		Phone Type: Apple
Location: [38.19511247], [78.69781471]		Wealth: 78186.29870448585	SA: [0.40368202]		Phone Type: Android
Location: [38.18777141], [79.62140147]		Wealth: 110106.82449217245	SA: [0.28555549]		Phone Type: Android
Location: [38.12863524], [79.00568979]		Wealth: 72461.87908266878	SA: [0.45463963]		Phone Type: Android
Location: [38.22292501], [79.52316998]		Wealth: 81252.35501753862	SA: [0.14547734]		Phone Type: Android
Location: [37.86258274], [79.49691819]		Wealth: 101726.92535028026	SA: [0.48923377]		Phone Type: Android
Location: [37.79319974], [79.02288884]		Wealth: 121067.94438627915	SA: [0.18806636]		Phone Type: Apple
Location: [38.30634359], [79.61850058]		Wealth: 96914.48810730789	SA: [0.9281705]		Phone Type: Apple
Location: [37.45144304], [79.25124278]		Wealth: 83760.78833857388	SA: [0.91277928]		Phone Type: Android
Location: [37.88334442], [79.52395191]		Wealth: 86947.32166029929	SA: [0.20036269]		Phone Type: Apple
Location: [37.62550893], [79.37139219]		Wealth: 82865.04678116903	SA: [0.30290761]		Phone Type: Android
Location: [38.05490537], [78.97613363]		Wealth: 100028.22198260324	SA: [0.45982658]		Phone Type: Android
Location: [37.73856575], [79.39365424]		Wealth: 81423.82109073116	SA: [0.85002839]		Phone Type: Apple
Location: [37.52327744], [79.02375966]		Wealth: 70924.18502717753	SA: [0.82652035]		Phone Type: Apple
Location: [37.86348709], [79.4636691]		Wealth: 90566.00805939244	SA: [0.89727426]		Phone Type: Android
Location: [38.25146961], [79.48490395]		Wealth: 91783.62527946233	SA: [0.41439474]		Phone Type: Apple
Location: [37.67590181], [79.25870166]		Wealth: 119971.19338651304	SA: [0.33458237]		Phone Type: Apple
Location: [37.48264243], [79.18020659]		Wealth: 100935.98213282318	SA: [0.23669604]		Phone Type: Apple
Location: [37.64190372], [79.30092797]		Wealth: 126005.95040002852	SA: [0.35765154]		Phone Type: Apple
Location: [38.40727226], [79.59161408]		Wealth: 81356.10893223035	SA: [0.34085666]		Phone Type: Apple
Location: [37.68980793], [79.1461595]		Wealth: 125008.98234921262	SA: [0.35213086]		Phone Type: Android
Location: [37.82579646], [78.72632145]		Wealth: 71795.4605146621	SA: [0.01457578]		Phone Type: Android
Location: [38.33167323], [79.57746921]		Wealth: 138361.50917052414	SA: [0.70254964]		Phone Type: Apple
Location: [37.95771747], [79.21552529]		Wealth: 129593.58963232895	SA: [0.45621118]		Phone Type: Android
Location: [37.84241346], [78.88036279]		Wealth: 97502.64256269006	SA: [0.40488621]		Phone Type: Android
Location: [37.81439456], [79.25909354]		Wealth: 74561.14320316793	SA: [0.41794301]		Phone Type: Android
Location: [37.9151757], [78.69448767]		Wealth: 111701.86193666408	SA: [0.78570554]		Phone Type: Android
Location: [38.17317172], [79.36533692]		Wealth: 72659.93972916261	SA: [0.52065552]		Phone Type: Android
Location: [38.32716355], [79.6536379]		Wealth: 79380.8335478802	SA: [0.66627775]		Phone Type: Android
Location: [37.9915434], [79.18685143]		Wealth: 107340.46731585356	SA: [0.95123173]		Phone Type: Android
Location: [38.13008791], [79.19591037]		Wealth: 53555.6953838925	SA: [0.65072529]		Phone Type: Android
Location: [38.01948452], [79.24910631]		Wealth: 70278.99770351764	SA: [0.94598619]		Phone Type: Apple
Location: [37.71483755], [79.38433359]		Wealth: 77039.64181875557	SA: [0.26050837]		Phone Type: Android
Location: [38.24682213], [79.3329424]		Wealth: 43701.7045090116	SA: [0.32148438]		Phone Type: Android
Location: [37.6448168], [78.77751347]		Wealth: 77823.52739274132	SA: [0.42504682]		Phone Type: Android
Location: [37.51599552], [79.58529751]		Wealth: 131017.04136238023	SA: [0.92680862]		Phone Type: Android
Location: [38.20754793], [79.1766609]		Wealth: 109624.4519869906	SA: [0.73413673]		Phone Type: Android
Location: [37.6052609], [78.82200873]		Wealth: 98190.46851586478	SA: [0.19968446]		Phone Type: Android
Location: [37.56082053], [79.03734335]		Wealth: 78827.39769139735	SA: [0.33402444]		Phone Type: Android
Location: [37.77062777], [79.51259106]		Wealth: 98090.31834434326	SA: [0.98595778]		Phone Type: Android
Location: [38.41932229], [79.05373749]		Wealth: 126600.32645487244	SA: [0.70583099]		Phone Type: Apple
Location: [37.5396298], [78.68615148]		Wealth: 83789.45520759831	SA: [0.69702949]		Phone Type: Android
Location: [38.04292936], [78.8459804]		Wealth: 111553.92779842006	SA: [0.32044993]		Phone Type: Apple
Location: [37.94201082], [78.85520892]		Wealth: 104172.33546156033	SA: [0.6969889]		Phone Type: Apple
Location: [37.78733602], [79.55873471]		Wealth: 101717.61289130065	SA: [0.91050116]		Phone Type: Android
Location: [37.8807079], [79.13653619]		Wealth: 114845.34527888072	SA: [0.02832102]		Phone Type: Android
Location: [38.1339483], [79.59355925]		Wealth: 85721.13607507414	SA: [0.11914898]		Phone Type: Android
Location: [37.79730009], [79.26363149]		Wealth: 130746.03710634046	SA: [0.95181847]		Phone Type: Android
Location: [38.28961541], [79.6015056]		Wealth: 72686.1820790724	SA: [0.95537613]		Phone Type: Android
Location: [37.97801162], [79.28727531]		Wealth: 100749.71227798457	SA: [0.48025858]		Phone Type: Android
Location: [38.16731332], [78.99998743]		Wealth: 158459.7570333862	SA: [0.08301751]		Phone Type: Apple
Location: [38.07778931], [78.74920101]		Wealth: 98390.25052095808	SA: [0.56206238]		Phone Type: Apple
Location: [38.41397282], [78.68828388]		Wealth: 98630.63217463742	SA: [0.08107535]		Phone Type: Android
Location: [38.38791733], [79.59180928]		Wealth: 83970.3775829064	SA: [0.19224622]		Phone Type: Android
Location: [38.18018663], [79.09508684]		Wealth: 118433.57168807882	SA: [0.62828456]		Phone Type: Apple
Location: [37.69667771], [79.33005644]		Wealth: 121004.2630272074	SA: [0.1675839]		Phone Type: Apple
Location: [37.68305847], [79.24535149]		Wealth: 77408.9026012544	SA: [0.60090454]		Phone Type: Apple
Location: [38.26684612], [78.68975893]		Wealth: 114355.18321039082	SA: [0.25650236]		Phone Type: Apple
Location: [37.53488143], [79.36348499]		Wealth: 82911.67341290586	SA: [0.29458291]		Phone Type: Apple
Location: [38.41583196], [78.9526384]		Wealth: 128880.94088275256	SA: [0.75519161]		Phone Type: Apple
Location: [38.22562361], [79.00590141]		Wealth: 77381.95891385619	SA: [0.60847065]		Phone Type: Android
Location: [37.44382697], [78.77631187]		Wealth: 108801.07308759568	SA: [0.63914611]		Phone Type: Apple
Location: [37.71419068], [79.14154628]		Wealth: 110158.21218377125	SA: [0.95336999]		Phone Type: Android
Location: [38.01161379], [79.31919851]		Wealth: 104146.5271057997	SA: [0.12278512]		Phone Type: Android
Location: [38.0891038], [79.20846977]		Wealth: 52926.669462796766	SA: [0.50835282]		Phone Type: Apple
Location: [38.15054682], [78.66601787]		Wealth: 120514.01983661458	SA: [0.98771765]		Phone Type: Android
Location: [37.78082003], [79.33613305]		Wealth: 118147.81780325483	SA: [0.63559679]		Phone Type: Apple
Location: [37.92925739], [78.98481565]		Wealth: 95623.54532257983	SA: [0.82710972]		Phone Type: Android
Location: [38.00527403], [79.0567805]		Wealth: 111103.03866499761	SA: [0.53984035]		Phone Type: Apple
Location: [38.07327931], [79.47680845]		Wealth: 107898.8571384379	SA: [0.84651716]		Phone Type: Apple
Location: [38.29227171], [78.94781858]		Wealth: 56053.03540570593	SA: [0.16367363]		Phone Type: Apple
Location: [38.10312127], [79.36819558]		Wealth: 96769.81154773934	SA: [0.0756148]		Phone Type: Android
Location: [37.92055914], [78.68268158]		Wealth: 80190.57450674674	SA: [0.60071234]		Phone Type: Android
Location: [38.14415232], [79.49828798]		Wealth: 133816.7702812303	SA: [0.11793521]		Phone Type: Android
Location: [37.90109079], [79.5405014]		Wealth: 103750.12754752082	SA: [0.8040689]		Phone Type: Apple
Location: [37.84164385], [78.68306539]		Wealth: 120805.02904789033	SA: [0.29070547]		Phone Type: Android
Location: [38.03660491], [79.24562641]		Wealth: 102884.66690883382	SA: [0.54615422]		Phone Type: Android
Location: [38.11329349], [79.21547198]		Wealth: 129035.90519139446	SA: [0.23438411]		Phone Type: Android
Location: [38.36311088], [78.82301511]		Wealth: 58190.04003897364	SA: [0.23195995]		Phone Type: Apple
Location: [38.39619383], [79.23902796]		Wealth: 102317.8340438712	SA: [0.21549755]		Phone Type: Apple
Location: [37.91024076], [79.12741709]		Wealth: 118314.76103907404	SA: [0.81850005]		Phone Type: Apple
Location: [37.47303795], [79.33540543]		Wealth: 80323.32926249783	SA: [0.29247756]		Phone Type: Apple
Location: [38.04897334], [78.6701658]		Wealth: 111779.39721517875	SA: [0.09987696]		Phone Type: Apple
Location: [38.2613389], [79.62329594]		Wealth: 98865.21286914994	SA: [0.46825157]		Phone Type: Android
Location: [37.94953296], [78.76431877]		Wealth: 98566.7102073313	SA: [0.30778534]		Phone Type: Apple
Location: [37.45609088], [78.95434436]		Wealth: 79358.38955769694	SA: [0.69676647]		Phone Type: Apple
Location: [38.36344637], [79.37779935]		Wealth: 131314.55027718376	SA: [0.48613301]		Phone Type: Apple
Location: [37.51296925], [79.39490077]		Wealth: 99047.56591228137	SA: [0.04718445]		Phone Type: Android
Location: [38.09200825], [78.70404915]		Wealth: 103817.37706065614	SA: [0.10426211]		Phone Type: Apple
Location: [37.75526361], [79.54562358]		Wealth: 113720.53584536072	SA: [0.61684936]		Phone Type: Apple
Location: [37.94191629], [79.20255555]		Wealth: 96100.55595989924	SA: [0.48682016]		Phone Type: Android
Location: [38.21635921], [78.96709531]		Wealth: 81076.52963798081	SA: [0.86432274]		Phone Type: Apple
Location: [38.15710397], [79.51094833]		Wealth: 130359.56453355178	SA: [0.99444174]		Phone Type: Android
Location: [38.08423888], [79.52384925]		Wealth: 96904.45300489821	SA: [0.71075858]		Phone Type: Apple
Location: [38.05890745], [79.39280235]		Wealth: 117042.98495505168	SA: [0.10866726]		Phone Type: Apple
Location: [37.66765665], [79.17376395]		Wealth: 87262.50643193272	SA: [0.15082724]		Phone Type: Apple
Location: [37.79606234], [78.75698252]		Wealth: 94666.78815486631	SA: [0.45246289]		Phone Type: Android
Location: [38.07164024], [79.46940297]		Wealth: 108990.55726263764	SA: [0.22092006]		Phone Type: Apple
Location: [37.65943662], [79.03668278]		Wealth: 105510.34533687464	SA: [0.73958912]		Phone Type: Apple
Location: [38.21603287], [79.376535]		Wealth: 71558.89052054012	SA: [0.66982357]		Phone Type: Apple
Location: [37.7570702], [79.13414409]		Wealth: 99318.45896050136	SA: [0.04421226]		Phone Type: Android
Location: [38.26839718], [78.79124797]		Wealth: 88671.96764322279	SA: [0.28362298]		Phone Type: Android
Location: [37.5848327], [79.46587444]		Wealth: 103034.66215050542	SA: [0.2386824]		Phone Type: Apple
